Date,BTC,VIX,BTC_Return,VIX_Change
2020-04-14,6842.427734375,37.7599983215332,-0.0003812781513637953,-0.08282730141057637
2020-04-15,6642.10986328125,40.84000015258789,-0.029275847531044064,0.08156784872784995
2020-04-16,7116.80419921875,40.11000061035156,0.07146740203164859,-0.01787462143753371
2020-04-17,7096.1845703125,38.150001525878906,-0.002897315751431484,-0.048865595977249154
2020-04-20,6881.95849609375,43.83000183105469,-0.04276646838190479,0.14888597845331075
2020-04-21,6880.3232421875,45.40999984741211,-0.00023761461322069355,0.03604832193362939
2020-04-22,7117.20751953125,41.97999954223633,0.034429236680519004,-0.07553403031714068
2020-04-23,7429.724609375,41.380001068115234,0.043910071328696176,-0.014292484055828392
2020-04-24,7550.90087890625,35.93000030517578,0.016309658285092787,-0.13170615326877966
2020-04-27,7795.60107421875,33.290000915527344,0.015069777105927384,-0.07347618611815432
2020-04-28,7807.05859375,33.56999969482422,0.001469741643032707,0.00841089731440281
2020-04-29,8801.0380859375,31.229999542236328,0.1273180520232342,-0.06970509901281496
2020-04-30,8658.5537109375,34.150001525878906,-0.01618949646720247,0.0934999047852525
2020-05-01,8864.7666015625,37.189998626708984,0.023816089558295506,0.08901894480228245
2020-05-04,8912.654296875,35.970001220703125,0.0017067266322232655,-0.03280444880494526
2020-05-05,9003.0703125,33.61000061035156,0.010144678859214995,-0.06561024548960048
2020-05-06,9268.76171875,34.119998931884766,0.029511199738283755,0.015174005125609291
2020-05-07,9951.5185546875,31.440000534057617,0.07366214135771076,-0.07854626265309517
2020-05-08,9842.666015625,27.979999542236328,-0.010938284289408906,-0.11005092026233321
2020-05-11,8601.7958984375,27.56999969482422,-0.017659566044374797,-0.01465331858898733
2020-05-12,8804.4775390625,33.040000915527344,0.023562712138033515,0.1984041088593127
2020-05-13,9269.9873046875,35.279998779296875,0.05287193516704303,0.0677965436349861
2020-05-14,9733.7216796875,32.61000061035156,0.05002535168149658,-0.07568022282676867
2020-05-15,9328.197265625,31.889999389648438,-0.04166180495059313,-0.022079153855476208
2020-05-18,9726.5751953125,29.299999237060547,0.005773698991511145,-0.08121668868481102
2020-05-19,9729.0380859375,30.530000686645508,0.00025321252090737545,0.04197957275129127
2020-05-20,9522.9814453125,27.989999771118164,-0.02117954918100662,-0.08319688366854172
2020-05-21,9081.76171875,29.530000686645508,-0.04633209978369557,0.055019683033953104
2020-05-22,9182.5771484375,28.15999984741211,0.01110086707949609,-0.04639352547841158
2020-05-26,8835.052734375,28.010000228881836,-0.008070322664891605,-0.005326691027807584
2020-05-27,9181.017578125,27.6200008392334,0.039158209254817056,-0.013923576810481397
2020-05-28,9525.7509765625,28.59000015258789,0.037548495632866885,0.03511945271111783
2020-05-29,9439.1240234375,27.510000228881836,-0.009093976247976698,-0.037775443089960836
2020-06-01,10167.2685546875,28.229999542236328,0.07464386293982206,0.02617227580385806
2020-06-02,9529.8037109375,26.84000015258789,-0.06269774820259899,-0.0492383780442075
2020-06-03,9656.7177734375,25.65999984741211,0.013317594606312655,-0.04396424360906748
2020-06-04,9800.63671875,25.809999465942383,0.014903505382374727,0.005845659369534406
2020-06-05,9665.533203125,24.520000457763672,-0.013785177382049874,-0.049980590270097824
2020-06-08,9771.4892578125,25.809999465942383,0.0012948980117710729,0.0526100727608374
2020-06-09,9795.7001953125,27.56999969482422,0.0024777121338637187,0.06819063406817372
2020-06-10,9870.0947265625,27.56999969482422,0.007594610876882513,0.0
2020-06-11,9321.78125,40.790000915527344,-0.05555301055894357,0.47950675977645907
2020-06-12,9480.84375,36.09000015258789,0.01706353064227928,-0.11522433580407998
2020-06-15,9450.7021484375,34.400001525878906,0.006808938469139436,-0.046827337754605125
2020-06-16,9538.0244140625,33.66999816894531,0.009239764861221245,-0.021221026876537152
2020-06-17,9480.2548828125,33.470001220703125,-0.006056760681470541,-0.005939915625735037
2020-06-18,9411.8408203125,32.939998626708984,-0.007216479234543938,-0.01583515311216377
2020-06-19,9288.0185546875,35.119998931884766,-0.013156009327927487,0.06618094705711841
2020-06-22,9648.7177734375,31.770000457763672,0.03709174751916078,-0.095387203189226
2020-06-23,9629.658203125,31.3700008392334,-0.0019753474772544743,-0.0125904819882533
2020-06-24,9313.6103515625,33.84000015258789,-0.03282025643027875,0.07873762343880286
2020-06-25,9264.8134765625,32.220001220703125,-0.005239308190707503,-0.04787230864598202
2020-06-26,9162.91796875,34.72999954223633,-0.010998117562784016,0.07790186922526843
2020-06-29,9190.8544921875,31.780000686645508,0.005170015512075743,-0.0849409413899711
2020-06-30,9137.9931640625,30.43000030517578,-0.005751513982724221,-0.04247955797046343
2020-07-01,9228.3251953125,28.6200008392334,0.00988532488788163,-0.05948075740355885
2020-07-02,9123.41015625,27.68000030517578,-0.011368806022981404,-0.03284418261683031
2020-07-06,9375.474609375,27.940000534057617,0.0332305643833104,0.009393071749107529
2020-07-07,9252.27734375,29.43000030517578,-0.01314037643510968,0.0533285519913258
2020-07-08,9428.3330078125,28.079999923706055,0.019028359994139876,-0.04587157211929438
2020-07-09,9277.9677734375,29.260000228881836,-0.015948231171979632,0.042022803005052234
2020-07-10,9278.8076171875,27.290000915527344,9.052022711308894e-05,-0.06732738543897732
2020-07-13,9243.6142578125,32.189998626708984,-0.003545059255915528,0.1795528599045837
2020-07-14,9243.2138671875,29.520000457763672,-4.331537576462985e-05,-0.08294496063538004
2020-07-15,9192.8369140625,27.760000228881836,-0.005450155524782674,-0.05962060303488104
2020-07-16,9132.2275390625,28.0,-0.006593108913667822,0.008645524824904882
2020-07-17,9151.392578125,25.68000030517578,0.002098616025556055,-0.08285713195800781
2020-07-20,9164.2314453125,24.459999084472656,-0.0023499201650132306,-0.04750783513258894
2020-07-21,9374.8876953125,24.84000015258789,0.02298678850016933,0.015535612524060216
2020-07-22,9525.36328125,24.31999969482422,0.016050921443329758,-0.020933995755611834
2020-07-23,9581.072265625,26.079999923706055,0.00584848921034431,0.07236843137199545
2020-07-24,9536.892578125,25.84000015258789,-0.004611142289210002,-0.009202445238506662
2020-07-27,10990.873046875,24.739999771118164,0.1096100707382146,-0.04256967395410638
2020-07-28,10912.8232421875,25.440000534057617,-0.007101328925793737,0.02829429140725548
2020-07-29,11100.4677734375,24.100000381469727,0.017194865809297744,-0.052672960867039875
2020-07-30,11111.2138671875,24.760000228881836,0.0009680757576464583,0.02738588535125408
2020-07-31,11323.466796875,24.459999084472656,0.0191025870102548,-0.012116362747817577
2020-08-03,11246.3486328125,24.280000686645508,0.017436321777176023,-0.007358888166983268
2020-08-04,11205.892578125,23.760000228881836,-0.00359726129861071,-0.021416822201726027
2020-08-05,11747.0224609375,22.989999771118164,0.04828976175167332,-0.03240742636137206
2020-08-06,11779.7734375,22.649999618530273,0.002788023660583505,-0.014789045496860997
2020-08-07,11601.47265625,22.209999084472656,-0.01513618086086388,-0.019426072470996703
2020-08-10,11878.111328125,22.1299991607666,0.017332698670629254,-0.0036019778029610094
2020-08-11,11410.525390625,24.030000686645508,-0.03936534391564839,0.08585637586680717
2020-08-12,11584.9345703125,22.280000686645508,0.015284938573538076,-0.07282563254243057
2020-08-13,11784.1376953125,22.1299991607666,0.017195015111304723,-0.006732563790665225
2020-08-14,11768.87109375,22.049999237060547,-0.0012955213149429268,-0.0036149989489328016
2020-08-17,12254.40234375,21.350000381469727,0.03040482644811049,-0.0317459809438132
2020-08-18,11991.2333984375,21.510000228881836,-0.021475461465219614,0.007494137918188315
2020-08-19,11758.283203125,22.540000915527344,-0.019426708460436926,0.04788473620109546
2020-08-20,11878.3720703125,22.719999313354492,0.01021312934149976,0.00798573161117977
2020-08-21,11592.4892578125,22.540000915527344,-0.024067507803910648,-0.007922464932529683
2020-08-24,11774.595703125,22.3700008392334,0.00940844236539995,-0.007542150372178313
2020-08-25,11366.134765625,22.030000686645508,-0.034690018052305094,-0.015198933385446534
2020-08-26,11488.36328125,23.270000457763672,0.010753745063331488,0.0562868693812546
2020-08-27,11323.3974609375,24.469999313354492,-0.01435938403704018,0.05156849299461275
2020-08-28,11542.5,22.959999084472656,0.01934954061432026,-0.061708225224908486
2020-08-31,11680.8203125,26.40999984741211,-0.0026201196706430174,0.15026136326253647
2020-09-01,11970.478515625,26.1200008392334,0.024797762089964426,-0.010980651641583683
2020-09-02,11414.0341796875,26.56999969482422,-0.04648471948812871,0.01722813327459405
2020-09-03,10245.296875,33.599998474121094,-0.10239476124641311,0.2645840745216983
2020-09-04,10511.8134765625,30.75,0.02601355576262887,-0.0848213870103649
2020-09-08,10131.5166015625,31.459999084472656,-0.022956306264775628,0.02308940112106206
2020-09-09,10242.34765625,28.809999465942383,0.010939236349907233,-0.08423393819608227
2020-09-10,10363.138671875,29.709999084472656,0.011793293850096198,0.03123914041005804
2020-09-11,10400.9150390625,26.8700008392334,0.0036452631180188266,-0.09559065408128964
2020-09-14,10680.837890625,25.850000381469727,0.0345883839286778,-0.03796056665075909
2020-09-15,10796.951171875,25.59000015258789,0.010871177190313608,-0.010058035785106334
2020-09-16,10974.9052734375,26.040000915527344,0.01648188444401355,0.017585023847447978
2020-09-17,10948.990234375,26.459999084472656,-0.0023612995663134795,0.01612896137399411
2020-09-18,10944.5859375,25.829999923706055,-0.00040225598714782596,-0.02380949291628287
2020-09-21,10462.259765625,27.780000686645508,-0.04351800185522625,0.0754936418389145
2020-09-22,10538.4599609375,26.860000610351562,0.0072833400259153525,-0.03311735253974313
2020-09-23,10246.1865234375,28.579999923706055,-0.027733979972724532,0.0640357138596499
2020-09-24,10760.06640625,28.510000228881836,0.050153282066164984,-0.0024492545490231166
2020-09-25,10692.716796875,26.3799991607666,-0.006259218747560857,-0.0747106647146728
2020-09-28,10709.65234375,26.190000534057617,-0.006089609852421796,-0.007202374251457866
2020-09-29,10844.640625,26.270000457763672,0.012604356977915954,0.0030545980173624088
2020-09-30,10784.4912109375,26.3700008392334,-0.00554646448346463,0.0038066379797176975
2020-10-01,10619.4521484375,26.700000762939453,-0.015303370300178809,0.012514217413868156
2020-10-02,10575.974609375,27.6299991607666,-0.00409414143543152,0.03483139967239324
2020-10-05,10793.33984375,27.959999084472656,0.01159903211277169,0.011943537232336876
2020-10-06,10604.40625,29.479999542236328,-0.017504646058134066,0.05436339440396454
2020-10-07,10668.96875,28.059999465942383,0.0060882710901424275,-0.048168252996730776
2020-10-08,10915.685546875,26.360000610351562,0.023124708925124526,-0.06058442223615079
2020-10-09,11064.4580078125,25.0,0.013629236597062944,-0.051593345176839334
2020-10-12,11555.36328125,25.06999969482422,0.01503679807902314,0.00279998779296875
2020-10-13,11425.8994140625,26.06999969482422,-0.011203790312466544,0.03988831320993014
2020-10-14,11429.5068359375,26.399999618530273,0.0003157232305546209,0.012658225069775098
2020-10-15,11495.349609375,26.969999313354492,0.005760771167350187,0.02159089784320045
2020-10-16,11322.123046875,27.40999984741211,-0.01506927308750361,0.016314443650717658
2020-10-19,11742.037109375,29.18000030517578,0.02252631185070797,0.06457498969781228
2020-10-20,11916.3349609375,29.350000381469727,0.014843919324981414,0.005825910709938986
2020-10-21,12823.689453125,28.649999618530273,0.07614375520341321,-0.02385011086341937
2020-10-22,12965.8916015625,28.110000610351562,0.011089019970212055,-0.018848133171682435
2020-10-23,12931.5390625,27.549999237060547,-0.0026494544392426933,-0.01992178445861703
2020-10-26,13075.248046875,32.459999084472656,0.003382214014740148,0.17822141500487332
2020-10-27,13654.21875,33.349998474121094,0.04427990207523247,0.02741834302990398
2020-10-28,13271.28515625,40.279998779296875,-0.02804507535445777,0.2077961206071215
2020-10-29,13437.8828125,37.59000015258789,0.012553242153156674,-0.06678249027384753
2020-10-30,13546.5224609375,38.02000045776367,0.00808458072996765,0.011439220628632452
2020-11-02,13550.4892578125,37.130001068115234,-0.013585108198026608,-0.023408715910909428
2020-11-03,13950.30078125,35.54999923706055,0.02950532012761009,-0.04255323957993329
2020-11-04,14133.70703125,29.56999969482422,0.013147117963686394,-0.1682137741370816
2020-11-05,15579.8486328125,27.579999923706055,0.10231863433740651,-0.0672979300526162
2020-11-06,15565.880859375,24.860000610351562,-0.0008965281862933772,-0.09862216536906332
2020-11-09,15332.3154296875,25.75,-0.009512665921690977,0.03580045727262959
2020-11-10,15290.90234375,24.799999237060547,-0.0027010327388199418,-0.03689323351221174
2020-11-11,15701.33984375,23.450000762939453,0.02684194109497806,-0.054435424018226874
2020-11-12,16276.34375,25.350000381469727,0.03662132734990031,0.08102343525434108
2020-11-13,16317.80859375,23.100000381469727,0.002547552717421464,-0.08875739511407266
2020-11-16,16716.111328125,22.450000762939453,0.04766502135260464,-0.028138511160012314
2020-11-17,17645.40625,22.709999084472656,0.05559276937282975,0.011581216601222133
2020-11-18,17804.005859375,23.84000015258789,0.008988152900985202,0.04975786497886037
2020-11-19,17817.08984375,23.110000610351562,0.0007348899162549216,-0.03062078597164286
2020-11-20,18621.314453125,23.700000762939453,0.045137820846602006,0.025530079489639368
2020-11-23,18364.12109375,22.65999984741211,-0.000320133845930215,-0.043881893757304447
2020-11-24,19107.46484375,21.639999389648438,0.040478046632625775,-0.04501325969250447
2020-11-25,18732.12109375,21.25,-0.01964382784787766,-0.01802215344955116
2020-11-27,17108.40234375,20.84000015258789,-0.0024617591448197196,-0.01929411046645224
2020-11-30,19625.8359375,20.56999969482422,0.07967832801396635,-0.01295587599744541
2020-12-01,18802.998046875,20.770000457763672,-0.04192625951044282,0.009722934657591553
2020-12-02,19201.091796875,21.170000076293945,0.021171823185194727,0.019258527188946495
2020-12-03,19445.3984375,21.280000686645508,0.012723580680175761,0.005196060933166491
2020-12-04,18699.765625,20.790000915527344,-0.038344949058079725,-0.023026304290754473
2020-12-07,19191.630859375,21.299999237060547,-0.007934312410408761,0.024530942716423976
2020-12-08,18321.14453125,20.68000030517578,-0.0453576006387062,-0.029107932117012014
2020-12-09,18553.916015625,22.270000457763672,0.012705073309037251,0.07688588632128535
2020-12-10,18264.9921875,22.520000457763672,-0.015572121156616547,0.011225864160808507
2020-12-11,18058.904296875,23.309999465942383,-0.011283218109780502,0.03507988419717645
2020-12-14,19246.64453125,24.719999313354492,0.005446642655266398,0.06048905532890392
2020-12-15,19417.076171875,22.889999389648438,0.008855135259981495,-0.07402912518356886
2020-12-16,21310.59765625,22.5,0.09751836309514528,-0.017037981653455492
2020-12-17,22805.162109375,21.93000030517578,0.07013245133867341,-0.025333319769965224
2020-12-18,23137.9609375,21.56999969482422,0.014593135822884129,-0.016415896276417152
2020-12-21,22803.08203125,25.15999984741211,-0.028717656479103182,0.16643487266480217
2020-12-22,23783.029296875,24.229999542236328,0.042974334095805755,-0.03696344637583293
2020-12-23,23241.345703125,23.309999465942383,-0.022776055438033516,-0.03796946321399031
2020-12-24,23735.94921875,21.530000686645508,0.021281190940612982,-0.07636202574339757
2020-12-28,27084.80859375,21.700000762939453,0.03092663485588698,0.007895962418588809
2020-12-29,27362.4375,23.079999923706055,0.010250355112868093,0.06359442913584812
2020-12-30,28840.953125,22.770000457763672,0.054034499850387885,-0.013431519365993294
2020-12-31,29001.720703125,22.75,0.005574281038085438,-0.0008783687905835613
2021-01-04,31971.9140625,26.969999313354492,-0.024712000360334718,0.18549447531228536
2021-01-05,33992.4296875,25.34000015258789,0.06319658000613337,-0.06043749359531836
2021-01-06,36824.36328125,25.06999969482422,0.08331071417326141,-0.010655108766291721
2021-01-07,39371.04296875,22.3700008392334,0.0691574669750421,-0.10769840001825937
2021-01-08,40797.609375,21.559999465942383,0.0362338992996023,-0.03620926879315989
2021-01-11,35566.65625,24.079999923706055,-0.07273315912449108,0.11688314101048247
2021-01-12,33922.9609375,23.329999923706055,-0.046214502171538774,-0.03114617950067544
2021-01-13,37316.359375,22.209999084472656,0.10003249550509552,-0.048006894251865995
2021-01-14,39187.328125,23.25,0.050138030111625875,0.046825797316417894
2021-01-15,36825.3671875,24.34000015258789,-0.06027358971670127,0.046881726993027506
2021-01-19,36069.8046875,23.239999771118164,-0.015295342507474663,-0.04519311317065755
2021-01-20,35547.75,21.579999923706055,-0.014473454791977813,-0.07142856556629995
2021-01-21,30825.69921875,21.31999969482422,-0.1328368400602007,-0.012048203419881442
2021-01-22,33005.76171875,21.90999984741211,0.07072224005462169,0.02767355351938039
2021-01-25,32366.392578125,23.190000534057617,0.0023851084933719235,0.05842084416064908
2021-01-26,32569.849609375,23.020000457763672,0.006286058316783416,-0.007330749132337333
2021-01-27,30432.546875,37.209999084472656,-0.06562212475675022,0.6164204319953999
2021-01-28,33466.09765625,30.209999084472656,0.09968113394222766,-0.1881214773509905
2021-01-29,34316.38671875,33.09000015258789,0.02540747568580648,0.0953327095463401
2021-02-01,33537.17578125,30.239999771118164,0.012768370405776608,-0.08612875093162653
2021-02-02,35510.2890625,25.559999465942383,0.05883361479570781,-0.15476191602506528
2021-02-03,37472.08984375,22.90999984741211,0.055245981743407446,-0.1036776085250426
2021-02-04,36926.06640625,21.770000457763672,-0.014571470120209207,-0.049759903851645415
2021-02-05,38144.30859375,20.8700008392334,0.032991388091470286,-0.0413412769685686
2021-02-08,46196.46484375,21.239999771118164,0.18746473766529936,0.017728745424351322
2021-02-09,46481.10546875,21.6299991607666,0.006161523959955284,0.01836155338281853
2021-02-10,44918.18359375,21.989999771118164,-0.03362488605290981,0.016643579487721327
2021-02-11,47909.33203125,21.25,0.0665910372634968,-0.033651649787194926
2021-02-12,47504.8515625,19.969999313354492,-0.008442623839676311,-0.06023532643037688
2021-02-16,49199.87109375,21.459999084472656,0.026171883752032166,0.07461190898097625
2021-02-17,52149.0078125,21.5,0.05994196027730325,0.0018639756399749796
2021-02-18,51679.796875,22.489999771118164,-0.008997504596578998,0.04604650098224017
2021-02-19,55888.1328125,22.049999237060547,0.08143096900475189,-0.019564274723678277
2021-02-22,54207.3203125,23.450000762939453,-0.05791845963531039,0.0634921348897759
2021-02-23,48824.42578125,23.110000610351562,-0.09930198541853996,-0.014498939937146127
2021-02-24,49705.33203125,21.34000015258789,0.018042326886684945,-0.07659023846891821
2021-02-25,47093.8515625,28.889999389648438,-0.052539242009451814,0.3537956505658677
2021-02-26,46339.76171875,27.950000762939453,-0.016012490351298148,-0.03253716325953937
2021-03-01,49631.2421875,23.350000381469727,0.09955017057586457,-0.1645796155959014
2021-03-02,48378.98828125,24.100000381469727,-0.025231161886280384,0.03211991382215107
2021-03-03,50538.2421875,26.670000076293945,0.04463205996986197,0.10663898979853403
2021-03-04,48561.16796875,28.56999969482422,-0.039120359814156846,0.0712410803560184
2021-03-05,48927.3046875,24.65999984741211,0.007539701660092213,-0.1368568389631607
2021-03-08,52246.5234375,25.469999313354492,0.020306565464276005,0.03284669387487393
2021-03-09,54824.1171875,24.030000686645508,0.049335220420617,-0.05653705007969756
2021-03-10,56008.55078125,22.559999465942383,0.021604243798385436,-0.06117358213477153
2021-03-11,57805.12109375,21.90999984741211,0.032076714848716215,-0.028812040510530323
2021-03-12,57332.08984375,20.690000534057617,-0.008183206626845796,-0.05568230588091916
2021-03-15,55907.19921875,20.030000686645508,-0.05725100456855314,-0.0318994601438356
2021-03-16,56804.90234375,19.790000915527344,0.01605702194966918,-0.011982015121855594
2021-03-17,58870.89453125,19.229999542236328,0.036369962842253134,-0.028297187841544558
2021-03-18,57858.921875,21.579999923706055,-0.017189693893861602,0.12220491094179375
2021-03-19,58346.65234375,20.950000762939453,0.008429650137686817,-0.029193659082201173
2021-03-22,54529.14453125,18.8799991607666,-0.05205318540083803,-0.09880675545533557
2021-03-23,54738.9453125,20.299999237060547,0.0038474981233158623,0.07521187179100952
2021-03-24,52774.265625,21.200000762939453,-0.035891807492523076,0.04433505220216083
2021-03-25,51704.16015625,19.809999465942383,-0.020277031922222966,-0.06556609655538248
2021-03-26,55137.3125,18.860000610351562,0.06639992475218648,-0.04795552151447913
2021-03-29,57750.19921875,20.739999771118164,0.03216137854506651,0.09968181865989645
2021-03-30,58917.69140625,19.610000610351562,0.020216245195582738,-0.054484048854243516
2021-03-31,58918.83203125,19.399999618530273,1.9359634988669328e-05,-0.01070887227359063
2021-04-01,59095.80859375,17.329999923706055,0.0030037350775407035,-0.10670101729522818
2021-04-05,59057.87890625,17.90999984741211,0.005094138552963257,0.033467970355421706
2021-04-06,58192.359375,18.1200008392334,-0.014655445594718208,0.011725348610297948
2021-04-07,56048.9375,17.15999984741211,-0.036833390122360865,-0.05298018473281174
2021-04-08,58323.953125,16.950000762939453,0.04058980823677527,-0.012237708994171426
2021-04-09,58245.00390625,16.690000534057617,-0.0013536328475677317,-0.015339245851263672
2021-04-12,59893.453125,16.90999984741211,-0.005174186540237491,0.01318150427290643
2021-04-13,63503.45703125,16.649999618530273,0.06027376479221824,-0.015375531119335095
2021-04-14,63109.6953125,16.989999771118164,-0.00620063437737306,0.020420430052712657
2021-04-15,63314.01171875,16.56999969482422,0.003237480473297971,-0.024720428602236777
2021-04-16,61572.7890625,16.25,-0.027501379378466195,-0.019311991594313294
2021-04-19,55724.265625,17.290000915527344,-0.008750468945115109,0.06400005634014416
2021-04-20,56473.03125,18.68000030517578,0.013436976092944253,0.08039325136184017
2021-04-21,53906.08984375,17.5,-0.045454287638402646,-0.06316918018726325
2021-04-22,51762.2734375,18.709999084472656,-0.0397694659817468,0.06914280482700885
2021-04-23,51093.65234375,17.329999923706055,-0.012917150838772984,-0.07375730776554967
2021-04-26,54021.75390625,17.639999389648438,0.10238907033660749,0.017888024657076285
2021-04-27,55033.1171875,17.559999465942383,0.018721407731506323,-0.004535143224154603
2021-04-28,54824.703125,17.280000686645508,-0.003787066282106566,-0.015945261264952326
2021-04-29,53555.109375,17.610000610351562,-0.02315733013830157,0.019097217048208215
2021-04-30,57750.17578125,18.610000610351562,0.07833176806484676,0.05678591512439679
2021-05-03,57200.29296875,18.309999465942383,0.010051280367532334,-0.016120426360561657
2021-05-04,53333.5390625,19.479999542236328,-0.06760024652955021,0.06389951449590203
2021-05-05,57424.0078125,19.149999618530273,0.07669599321369813,-0.016940448226939298
2021-05-06,56396.515625,18.389999389648438,-0.01789307689659958,-0.03968669681572368
